id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,n_neighbors,weights,algorithm,leaf_size,n_jobs
15,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,1,distance,brute,1,-1
16,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,1,distance,brute,5,-1
17,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,1,distance,brute,10,-1
18,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,1,distance,brute,20,-1
19,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,1,distance,brute,30,-1
20,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,auto,1,-1
21,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,auto,5,-1
22,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,auto,10,-1
23,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,auto,20,-1
24,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,auto,30,-1
25,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,brute,1,-1
26,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,brute,5,-1
27,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,brute,10,-1
28,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,brute,20,-1
29,euclidian_px_all,kneighborsclassifier,PCA,0.64,"(0.553992524330298, 0.726007475669702)",0.45333333333333325,0.385,0.40595238095238095,2,uniform,brute,30,-1
30,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,auto,1,-1
31,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,auto,5,-1
32,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,auto,10,-1
33,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,auto,20,-1
34,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,auto,30,-1
35,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,brute,1,-1
36,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,brute,5,-1
37,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,brute,10,-1
38,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,brute,20,-1
39,euclidian_px_all,kneighborsclassifier,PCA,0.6872727272727273,"(0.6221581532099885, 0.752387301335466)",0.6121428571428572,0.655,0.5988383838383838,2,distance,brute,30,-1
40,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,auto,1,-1
41,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,auto,5,-1
42,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,auto,10,-1
43,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,auto,20,-1
44,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,auto,30,-1
45,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,brute,1,-1
46,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,brute,5,-1
47,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,brute,10,-1
48,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,brute,20,-1
49,euclidian_px_all,kneighborsclassifier,PCA,0.6881818181818182,"(0.5814598252970841, 0.7949038110665524)",0.575,0.6799999999999999,0.6135714285714287,3,uniform,brute,30,-1
50,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,auto,1,-1
51,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,auto,5,-1
52,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,auto,10,-1
53,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,auto,20,-1
54,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,auto,30,-1
55,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,brute,1,-1
56,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,brute,5,-1
57,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,brute,10,-1
58,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,brute,20,-1
59,euclidian_px_all,kneighborsclassifier,PCA,0.6972727272727272,"(0.6003323923980227, 0.7942130621474316)",0.5845238095238094,0.705,0.6281168831168831,3,distance,brute,30,-1
60,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,auto,1,-1
61,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,auto,5,-1
62,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,auto,10,-1
63,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,auto,20,-1
64,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,auto,30,-1
65,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,brute,1,-1
66,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,brute,5,-1
67,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,brute,10,-1
68,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,brute,20,-1
69,euclidian_px_all,kneighborsclassifier,PCA,0.6763636363636364,"(0.5466260844233015, 0.8061011883039713)",0.6050000000000001,0.61,0.5946031746031746,5,uniform,brute,30,-1
70,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,auto,1,-1
71,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,auto,5,-1
72,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,auto,10,-1
73,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,auto,20,-1
74,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,auto,30,-1
75,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,brute,1,-1
76,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,brute,5,-1
77,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,brute,10,-1
78,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,brute,20,-1
79,euclidian_px_all,kneighborsclassifier,PCA,0.7136363636363636,"(0.5890702044416252, 0.8382025228311021)",0.6345238095238097,0.705,0.6563708513708514,5,distance,brute,30,-1
80,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,auto,1,-1
81,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,auto,5,-1
82,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,auto,10,-1
83,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,auto,20,-1
84,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,auto,30,-1
85,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,brute,1,-1
86,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,brute,5,-1
87,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,brute,10,-1
88,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,brute,20,-1
89,euclidian_px_all,kneighborsclassifier,PCA,0.7145454545454546,"(0.6468136656539283, 0.7822772434369809)",0.7016666666666667,0.485,0.5495238095238094,10,uniform,brute,30,-1
90,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,auto,1,-1
91,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,auto,5,-1
92,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,auto,10,-1
93,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,auto,20,-1
94,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,auto,30,-1
95,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,brute,1,-1
96,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,brute,5,-1
97,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,brute,10,-1
98,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,brute,20,-1
99,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.664141605434971, 0.8394947582013926)",0.6504761904761904,0.775,0.6976479076479076,10,distance,brute,30,-1
100,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,auto,1,-1
101,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,auto,5,-1
102,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,auto,10,-1
103,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,auto,20,-1
104,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,auto,30,-1
105,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,brute,1,-1
106,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,brute,5,-1
107,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,brute,10,-1
108,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,brute,20,-1
109,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.7083333333333334,0.5349999999999999,0.5819047619047618,20,uniform,brute,30,-1
110,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,auto,1,-1
111,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,auto,5,-1
112,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,auto,10,-1
113,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,auto,20,-1
114,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,auto,30,-1
115,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,brute,1,-1
116,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,brute,5,-1
117,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,brute,10,-1
118,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,brute,20,-1
119,euclidian_px_all,kneighborsclassifier,PCA,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6516666666666666,0.63,0.6216666666666667,20,distance,brute,30,-1
120,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,auto,1,-1
121,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,auto,5,-1
122,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,auto,10,-1
123,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,auto,20,-1
124,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,auto,30,-1
125,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,brute,1,-1
126,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,brute,5,-1
127,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,brute,10,-1
128,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,brute,20,-1
129,euclidian_px_all,kneighborsclassifier,PCA,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6983333333333334,0.5349999999999999,0.573968253968254,25,uniform,brute,30,-1
130,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,auto,1,-1
131,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,auto,5,-1
132,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,auto,10,-1
133,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,auto,20,-1
134,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,auto,30,-1
135,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,brute,1,-1
136,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,brute,5,-1
137,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,brute,10,-1
138,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,brute,20,-1
139,euclidian_px_all,kneighborsclassifier,PCA,0.7336363636363636,"(0.6441563175851779, 0.8231164096875494)",0.6983333333333334,0.58,0.6145238095238096,25,distance,brute,30,-1
140,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,auto,1,-1
141,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,auto,5,-1
142,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,auto,10,-1
143,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,auto,20,-1
144,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,auto,30,-1
145,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,brute,1,-1
146,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,brute,5,-1
147,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,brute,10,-1
148,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,brute,20,-1
149,euclidian_px_all,kneighborsclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5383333333333333,0.41500000000000004,0.451984126984127,30,uniform,brute,30,-1
150,euclidian_px_all,kneighborsclassifier,PCA,0.7518181818181818,"(0.7185118615185626, 0.785124502117801)",0.7616666666666666,0.585,0.6147619047619047,30,distance,auto,1,-1
